STUDENT_ID,FIELD_OF_STUDY_ID,DEPARTMENT_ID,DEGREE,YEAR,TIME_ID
3056,7,6,2,1,201610
3057,9,8,2,2,201310
3058,2,2,1,3,201610
3059,8,7,1,1,201810
3060,4,2,1,2,201510
3061,10,8,1,3,201810
3062,4,2,2,1,201710
3063,2,2,1,1,201610
3064,5,4,1,2,201310
3065,1,1,2,2,201910
3066,5,4,2,1,201710
3067,6,5,1,1,201810
3068,6,5,1,3,201910
3069,7,6,1,2,201810
3070,7,6,1,3,201710
3071,9,8,2,1,201710
3072,3,3,2,1,202010
3073,3,3,1,1,201810
3074,3,3,1,3,201810
3075,9,8,1,2,201610
3076,8,7,2,1,201310
3077,10,8,1,3,201410
3078,10,8,2,1,201310
3079,7,6,1,3,201810
3080,3,3,1,2,201810
3081,2,2,1,2,202010
3082,3,3,1,2,201410
3083,5,4,1,3,201810
3084,8,7,2,1,201510
3085,5,4,2,2,201510
3086,10,8,2,2,202010
3087,9,8,2,2,202010
3088,2,2,2,1,202010
3089,6,5,2,1,201810
3090,8,7,1,1,201510
3091,5,4,2,1,201710
3092,2,2,2,2,201810
3093,3,3,1,1,201710
3094,6,5,2,1,201610
3095,4,2,1,3,202010
3096,9,8,1,2,201910
3097,10,8,2,2,201510
3098,5,4,2,1,201310
3099,10,8,1,1,201510
3100,4,2,1,3,201410
3101,8,7,1,2,201410
3102,9,8,2,1,201910
3103,9,8,1,3,201610
3104,4,2,2,1,201710
3105,6,5,1,2,201910
3106,7,6,1,1,201710
3107,2,2,1,3,201610
3108,3,3,2,2,201910
3109,7,6,2,1,201910
3110,5,4,2,1,202010
3111,8,7,1,2,201410
3112,6,5,1,3,201810
3113,8,7,2,2,201610
3114,4,2,2,2,201610
3115,10,8,2,1,201910
3116,6,5,2,2,201610
3117,6,5,1,1,201510
3118,5,4,2,2,201510
3119,9,8,1,1,202010
3120,9,8,2,2,201410
3121,9,8,2,2,201810
3122,10,8,1,3,201410
3123,5,4,2,2,201410
3124,10,8,2,1,201310
3125,1,1,2,1,201410
3126,7,6,1,1,201510
3127,10,8,2,2,201410
3128,6,5,2,1,201810
3129,6,5,1,2,201610
3130,5,4,1,1,202010
3131,5,4,1,2,202010
3132,1,1,1,1,201510
3133,10,8,2,2,201510
3134,1,1,2,2,201910
3135,5,4,2,2,201710
3136,6,5,2,2,201910
3137,2,2,2,1,201510
3138,9,8,2,2,201810
3139,5,4,1,1,201710
3140,3,3,2,2,202010
3141,6,5,1,3,201410
3142,8,7,1,1,201610
3143,5,4,1,2,201410
3144,7,6,2,2,202010
3145,2,2,1,2,201610
3146,2,2,1,1,201310
3147,5,4,2,2,201810
3148,2,2,2,2,201710
3149,3,3,1,3,201710
3150,4,2,2,2,201410
3151,8,7,2,2,201710
3152,2,2,2,2,201710
3153,5,4,2,1,201310
3154,3,3,2,2,201810
3155,3,3,2,1,201310
3156,9,8,1,1,201910
3157,1,1,1,3,201710
3158,8,7,1,3,201510
3159,4,2,1,1,201610
3160,2,2,2,2,201310
3161,2,2,2,2,201710
3162,1,1,2,1,201310
3163,9,8,1,3,201610
3164,2,2,2,1,201510
3165,1,1,2,2,201410
3166,10,8,1,2,201810
3167,7,6,2,2,201410
3168,4,2,2,1,201510
3169,2,2,2,2,201610
3170,9,8,1,1,201710
3171,4,2,1,3,201710
3172,1,1,1,3,201810
3173,5,4,2,2,201510
3174,9,8,1,3,202010
3175,7,6,2,2,201510
3176,2,2,2,2,201710
3177,9,8,1,2,201610
3178,10,8,1,2,201610
3179,10,8,2,2,201410
3180,6,5,2,2,201710
3181,7,6,1,1,201410
3182,10,8,1,3,201710
3183,10,8,2,2,201310
3184,7,6,2,1,201610
3185,10,8,1,2,201510
3186,7,6,1,3,202010
3187,8,7,2,2,201810
3188,5,4,1,1,201910
3189,10,8,1,1,201410
3190,8,7,2,2,201810
3191,1,1,1,1,201310
3192,2,2,1,3,201710
3193,6,5,2,2,201310
3194,7,6,1,3,202010
3195,9,8,1,1,201810
3196,1,1,2,1,201510
3197,8,7,2,2,201410
3198,3,3,1,2,201510
3199,1,1,2,1,202010
3200,4,2,2,1,201510
3201,7,6,1,1,201410
3202,4,2,1,2,201710
3203,5,4,2,1,201910
3204,9,8,1,3,201910
3205,2,2,1,3,202010
3206,4,2,1,3,201410
3207,8,7,2,2,201510
3208,10,8,1,2,201510
3209,10,8,2,2,201610
3210,6,5,1,1,201910
3211,2,2,2,1,201910
3212,9,8,2,1,201910
3213,7,6,1,3,201310
3214,8,7,1,2,201410
3215,6,5,2,2,201510
3216,7,6,1,2,201610
3217,5,4,2,1,201710
3218,10,8,1,2,201410
3219,9,8,2,1,201610
3220,4,2,2,1,201310
3221,4,2,1,2,201410
3222,2,2,2,1,201310
3223,2,2,2,2,201410
3224,2,2,1,2,201810
3225,10,8,1,2,201410
3226,5,4,2,2,201810
3227,1,1,1,3,201910
3228,1,1,2,1,201410
3229,7,6,1,2,201810
3230,2,2,2,2,201810
3231,10,8,2,1,201410
3232,9,8,1,2,201310
3233,10,8,1,1,201910
3234,2,2,1,1,201810
3235,4,2,2,2,202010
3236,7,6,1,3,202010
3237,1,1,2,2,201910
3238,9,8,1,2,201610
3239,8,7,1,2,201710
3240,6,5,1,3,201410
3241,3,3,1,2,201710
3242,7,6,1,3,201310
3243,1,1,1,1,201610
3244,2,2,1,1,201910
3245,3,3,1,1,201710
3246,10,8,1,3,201710
3247,8,7,1,2,201610
3248,1,1,1,3,202010
3249,9,8,2,1,201610
3250,5,4,1,2,201310
3251,5,4,2,1,201310
3252,5,4,2,2,201310
3253,10,8,1,2,201410
3254,6,5,1,3,202010
3255,10,8,2,1,201510
3256,1,1,1,2,201910
3257,2,2,1,1,201410
3258,7,6,1,2,202010
3259,7,6,1,3,201910
3260,1,1,2,1,202010
3261,8,7,1,3,201310
3262,7,6,2,2,201510
3263,10,8,1,1,201810
3264,6,5,2,2,201510
3265,3,3,1,3,202010
3266,7,6,2,2,202010
3267,3,3,2,2,201410
3268,10,8,1,1,201910
3269,2,2,2,1,201910
3270,10,8,1,1,202010
3271,8,7,1,2,201510
3272,4,2,1,2,201610
3273,8,7,1,1,201410
3274,1,1,2,1,201710
3275,9,8,2,2,201910
3276,5,4,1,2,201510
3277,4,2,2,1,201410
3278,4,2,2,1,201410
3279,1,1,2,2,201310
3280,3,3,1,1,202010
3281,6,5,1,2,201310
3282,10,8,2,2,201810
3283,5,4,1,2,201310
3284,9,8,2,1,201310
3285,1,1,1,2,201810
3286,8,7,2,1,201610
3287,7,6,1,1,201910
3288,4,2,2,1,201910
3289,2,2,1,2,202010
3290,4,2,2,2,201510
3291,7,6,2,2,202010
3292,4,2,2,2,202010
3293,2,2,1,3,201310
3294,9,8,2,1,202010
3295,8,7,2,2,201710
3296,2,2,2,1,201510
3297,7,6,2,1,201310
3298,8,7,2,2,201910
3299,6,5,1,1,201710
3300,9,8,2,2,201710
3301,3,3,2,2,201410
3302,9,8,2,2,201710
3303,3,3,2,2,201710
3304,7,6,1,3,201810
3305,4,2,2,1,201310
3306,4,2,2,1,201810
3307,3,3,1,1,201910
3308,3,3,1,3,201910
3309,8,7,2,2,201710
3310,10,8,1,1,202010
3311,1,1,2,2,201810
3312,2,2,1,1,201710
3313,8,7,2,2,201410
3314,8,7,1,3,201610
3315,6,5,2,1,201710
3316,9,8,2,1,202010
3317,7,6,1,3,201310
3318,5,4,2,1,201610
3319,7,6,2,1,201710
3320,9,8,2,1,201910
3321,4,2,2,1,201610
3322,4,2,1,1,201710
3323,3,3,1,3,201610
3324,8,7,1,3,201510
3325,1,1,2,2,201810
3326,1,1,2,1,201710
3327,4,2,2,1,201510
3328,1,1,1,2,201510
3329,9,8,1,1,201310
3330,8,7,2,1,201310
3331,2,2,1,3,201410
3332,4,2,2,2,201710
3333,10,8,1,1,201910
3334,9,8,2,2,201810
3335,10,8,2,1,201710
3336,10,8,2,2,201310
3337,1,1,1,3,201910
3338,10,8,2,2,201310
3339,5,4,2,2,201910
3340,6,5,1,1,201710
3341,6,5,2,1,202010
3342,5,4,2,2,201910
3343,5,4,1,1,201510
3344,9,8,2,2,201710
3345,6,5,1,2,201810
3346,7,6,1,2,201410
3347,3,3,2,1,201510
3348,10,8,1,1,201810
3349,6,5,2,2,201910
3350,9,8,1,3,201810
3351,5,4,2,1,202010
3352,10,8,2,1,201310
3353,9,8,2,2,201510
3354,4,2,2,1,201810
3355,1,1,1,3,202010
3356,6,5,2,1,201510
3357,9,8,1,3,201510
3358,5,4,1,2,201910
3359,4,2,1,2,201610
3360,3,3,1,1,201810
3361,7,6,2,2,201410
3362,7,6,1,3,201610
3363,10,8,1,3,201710
3364,10,8,1,3,201410
3365,10,8,1,2,201310
3366,7,6,1,3,201610
3367,1,1,1,3,201910
3368,9,8,1,1,201710
3369,4,2,2,2,201610
3370,5,4,1,1,201310
3371,4,2,1,3,201410
3372,9,8,2,2,201310
3373,7,6,1,1,201710
3374,8,7,2,2,201410
3375,5,4,1,2,201610
3376,9,8,1,2,201710
3377,3,3,1,2,201610
3378,10,8,1,1,201510
3379,6,5,1,3,201810
3380,2,2,2,1,201510
3381,10,8,2,1,201910
3382,7,6,1,1,201810
3383,3,3,2,2,201710
3384,3,3,2,1,201310
3385,6,5,2,1,201910
3386,7,6,2,1,201710
3387,7,6,1,1,201810
3388,1,1,1,3,201510
3389,6,5,2,2,201510
3390,3,3,2,2,201810
3391,5,4,2,2,201910
3392,9,8,2,1,201510
3393,8,7,1,3,201510
3394,4,2,2,2,201310
3395,2,2,2,1,201610
3396,5,4,2,1,202010
3397,10,8,2,2,201710
3398,7,6,2,1,201810
3399,2,2,2,2,201910
3400,8,7,1,2,201710
3401,8,7,1,2,201510
3402,1,1,2,1,201710
3403,5,4,1,2,201310
3404,10,8,2,1,201410
3405,5,4,2,1,202010
3406,9,8,1,3,201810
3407,6,5,1,2,201810
3408,3,3,2,1,201510
3409,4,2,1,3,201910
3410,4,2,2,1,201810
3411,7,6,1,1,201310
3412,5,4,2,2,201310
3413,6,5,2,2,201710
3414,6,5,1,1,201810
3415,4,2,1,3,201410
3416,9,8,1,1,201610
3417,4,2,2,2,201510
3418,9,8,1,3,201910
3419,6,5,1,3,201710
3420,1,1,2,2,201810
3421,2,2,2,2,201910
3422,2,2,1,2,201310
3423,3,3,2,1,201310
3424,4,2,1,2,201910
3425,3,3,2,1,201310
3426,7,6,2,2,201410
3427,10,8,2,2,201810
3428,3,3,1,2,201510
3429,9,8,1,2,201710
3430,2,2,1,3,202010
3431,5,4,1,2,201710
3432,10,8,1,3,201710
3433,8,7,1,1,201410
3434,2,2,1,2,201810
3435,5,4,1,2,201610
3436,9,8,2,2,201510
3437,4,2,2,2,201410
3438,6,5,1,1,201310
3439,1,1,1,2,201510
3440,1,1,2,1,201610
3441,3,3,1,3,201610
3442,8,7,2,2,201410
3443,2,2,2,2,201910
3444,5,4,2,2,201310
3445,3,3,1,2,201810
3446,9,8,1,3,201310
3447,1,1,2,2,201410
3448,1,1,1,2,201510
3449,3,3,1,1,201910
3450,10,8,2,1,202010
3451,8,7,2,1,201510
3452,1,1,1,2,201710
3453,7,6,1,2,201510
3454,3,3,2,1,201510
3455,9,8,1,3,201410
3456,4,2,2,2,201510
3457,8,7,1,3,202010
3458,3,3,1,1,201410
3459,6,5,2,2,201710
3460,10,8,1,2,201610
3461,2,2,1,3,201310
3462,7,6,1,1,201910
3463,4,2,2,2,202010
3464,7,6,2,2,201810
3465,9,8,2,1,201310
3466,7,6,2,1,201610
3467,10,8,2,1,202010
3468,7,6,1,2,201710
3469,3,3,2,2,201910
3470,1,1,1,3,201810
3471,7,6,1,2,201310
3472,9,8,1,2,201410
3473,10,8,1,2,201910
3474,6,5,2,2,201910
3475,9,8,1,3,201510
3476,6,5,1,2,202010
3477,6,5,2,1,201510
3478,3,3,1,2,202010
3479,3,3,2,2,201810
3480,8,7,2,2,201610
3481,6,5,2,1,201710
3482,4,2,2,2,201910
3483,6,5,2,2,201810
3484,4,2,1,3,201710
3485,7,6,2,1,201310
3486,7,6,2,1,201910
3487,8,7,2,2,201810
3488,6,5,1,2,201510
3489,4,2,2,2,201710
3490,2,2,2,1,201910
3491,3,3,2,2,201310
3492,5,4,1,1,201510
3493,3,3,2,2,201410
3494,1,1,2,2,201610
3495,8,7,1,1,201610
3496,4,2,2,2,201610
3497,6,5,1,2,201610
3498,3,3,1,2,202010
3499,2,2,2,1,201610
3500,7,6,1,1,201710
3501,3,3,2,1,201610
3502,2,2,2,2,201310
3503,1,1,2,1,201510
3504,1,1,1,2,201510
3505,8,7,2,1,202010
3506,2,2,1,1,201310
3507,1,1,1,1,201910
3508,6,5,2,2,201410
3509,2,2,1,2,201410
3510,1,1,1,3,201410
3511,5,4,1,2,201510
3512,4,2,1,2,201510
3513,9,8,2,2,201510
3514,5,4,2,1,201710
3515,10,8,1,1,201710
3516,6,5,2,1,201510
3517,9,8,1,2,201510
3518,7,6,2,2,201710
3519,1,1,1,3,201710
3520,5,4,2,1,201410
3521,8,7,1,3,201610
3522,8,7,2,1,201710
3523,4,2,1,1,201610
3524,1,1,2,2,201610
3525,3,3,1,3,201910
3526,5,4,2,2,201610
3527,2,2,1,1,202010
3528,5,4,2,1,201310
3529,8,7,1,3,201910
3530,2,2,1,2,201310
3531,10,8,1,1,201510
3532,8,7,1,1,201310
3533,2,2,2,2,201310
3534,1,1,2,2,202010
3535,5,4,2,2,201510
3536,4,2,1,2,201810
3537,10,8,2,2,202010
3538,5,4,1,3,201710
3539,7,6,2,1,201410
3540,4,2,2,2,201810
3541,8,7,2,1,201410
3542,8,7,2,1,201810
3543,9,8,1,2,201510
3544,1,1,2,1,201810
3545,8,7,2,1,202010
3546,3,3,1,1,201410
3547,7,6,1,1,201410
3548,7,6,2,1,201610
3549,1,1,2,2,202010
3550,9,8,1,1,201810
3551,7,6,2,1,201910
3552,8,7,2,2,201610
3553,4,2,2,2,201710
3554,1,1,1,2,201310
3555,5,4,2,2,201410
3556,1,1,1,3,201610
3557,4,2,1,3,201610
3558,6,5,1,1,201610
3559,8,7,2,1,201310
3560,3,3,2,2,201910
3561,6,5,2,1,201510
3562,8,7,1,1,201610
3563,10,8,2,1,201810
3564,3,3,2,1,201510
3565,7,6,2,1,201710
3566,10,8,2,1,201610
3567,6,5,1,1,201410
3568,5,4,2,2,201310
3569,1,1,1,3,201810
3570,5,4,1,2,201910
3571,5,4,1,3,201410
3572,2,2,2,2,201510
3573,2,2,2,1,202010
3574,6,5,1,1,201510
3575,2,2,1,3,201710
3576,9,8,1,1,202010
3577,9,8,2,2,201510
3578,4,2,2,2,201710
3579,2,2,2,1,201610
3580,4,2,2,1,201410
3581,7,6,2,1,201410
3582,1,1,2,2,201610
3583,8,7,2,2,201810
3584,8,7,2,2,202010
3585,10,8,1,1,201910
3586,7,6,1,2,201610
3587,9,8,2,2,201710
3588,3,3,1,3,201810
3589,10,8,2,1,201310
3590,9,8,2,2,202010
3591,1,1,2,2,201410
3592,7,6,1,1,201910
3593,3,3,2,2,202010
3594,3,3,1,2,201410
3595,6,5,2,2,201610
3596,5,4,2,1,201910
3597,9,8,1,1,201510
3598,7,6,1,3,201310
3599,5,4,2,2,201510
3600,6,5,2,1,201910
3601,2,2,1,1,201510
3602,1,1,2,2,201510
3603,1,1,2,2,201810
3604,1,1,2,1,201910
3605,6,5,1,1,201610
3606,6,5,2,2,201910
3607,4,2,1,3,201810
3608,9,8,1,3,201710
3609,6,5,1,1,201310
3610,10,8,2,2,201710
3611,1,1,2,2,201810
3612,3,3,1,3,201510
3613,2,2,2,2,201410
3614,3,3,1,2,201710
3615,2,2,1,3,201610
3616,4,2,2,2,201310
3617,4,2,2,2,201610
3618,5,4,2,1,201410
3619,3,3,1,2,201510
3620,4,2,1,1,201410
3621,3,3,2,2,201710
3622,2,2,2,2,201410
3623,8,7,1,1,201510
3624,2,2,2,2,201710
3625,6,5,2,1,201810
3626,9,8,1,1,201910
3627,5,4,1,2,201710
3628,9,8,2,1,201910
3629,7,6,1,3,201510
3630,1,1,1,3,201610
3631,1,1,2,2,202010
3632,2,2,2,1,202010
3633,2,2,1,3,201410
3634,9,8,1,2,201810
3635,6,5,1,3,201610
3636,1,1,1,1,201310
3637,5,4,1,1,201710
3638,4,2,2,2,201610
3639,4,2,2,2,201810
3640,5,4,1,1,201510
3641,3,3,2,2,201810
3642,10,8,2,1,201410
3643,7,6,2,2,201810
3644,3,3,2,1,201410
3645,8,7,2,1,201710
3646,1,1,2,1,201710
3647,4,2,2,1,201910
3648,3,3,1,2,201610
3649,3,3,2,1,201910
3650,2,2,2,1,201910
3651,1,1,2,2,201510
3652,2,2,2,1,201710
3653,3,3,1,3,201710
3654,10,8,2,1,201910
3655,5,4,1,1,202010
3656,10,8,1,1,201510
3657,10,8,2,2,201610
3658,7,6,1,3,201410
3659,7,6,1,2,201710
3660,3,3,2,2,201510
3661,2,2,2,1,202010
3662,4,2,2,1,201610
3663,8,7,1,1,201710
3664,4,2,2,2,202010
3665,9,8,1,1,201810
3666,9,8,1,2,201510
3667,5,4,2,1,201310
3668,6,5,1,2,201810
3669,1,1,2,1,201610
3670,10,8,1,1,201710
3671,3,3,2,1,201810
3672,6,5,2,1,201710
3673,3,3,2,2,201910
3674,4,2,2,2,201410
3675,9,8,1,2,201810
3676,9,8,1,2,201310
3677,2,2,2,2,201710
3678,7,6,2,2,201510
3679,7,6,2,1,201410
3680,10,8,1,2,202010
3681,2,2,2,1,201810
3682,7,6,1,1,201510
3683,9,8,2,2,201910
3684,9,8,2,1,201410
3685,6,5,2,2,201710
3686,4,2,2,1,202010
3687,10,8,1,3,202010
3688,7,6,1,3,201810
3689,3,3,2,1,201310
3690,5,4,1,3,201510
3691,8,7,1,1,201910
3692,10,8,1,2,201810
3693,5,4,2,2,202010
3694,3,3,2,2,201510
3695,7,6,1,3,201710
3696,2,2,1,1,201810
3697,10,8,1,3,201810
3698,5,4,1,1,201510
3699,8,7,1,2,201410
3700,1,1,1,3,201610
3701,8,7,2,2,201510
3702,8,7,1,1,201310
3703,8,7,2,2,201910
3704,4,2,2,1,201710
3705,2,2,1,1,201310
3706,9,8,2,1,201710
3707,8,7,1,2,201510
3708,9,8,1,1,201310
3709,9,8,2,2,201510
3710,9,8,2,1,201810
3711,8,7,2,2,201710
3712,3,3,1,1,201810
3713,7,6,1,3,201510
3714,6,5,2,1,201610
3715,2,2,2,1,201610
3716,9,8,2,1,201610
3717,9,8,2,1,201910
3718,1,1,1,3,201910
3719,1,1,2,2,202010
3720,5,4,2,2,201610
3721,7,6,1,1,202010
3722,5,4,1,1,201710
3723,9,8,1,3,201810
3724,3,3,1,3,202010
3725,8,7,2,1,201910
3726,1,1,1,2,201410
3727,2,2,2,1,201410
3728,9,8,2,2,201310
3729,1,1,1,1,201910
3730,4,2,2,2,201410
3731,6,5,2,2,201610
3732,9,8,2,2,201910
3733,1,1,2,2,201610
3734,7,6,1,1,201410
3735,10,8,1,2,201310
3736,5,4,2,2,201610
3737,7,6,1,1,201910
3738,2,2,1,3,201610
3739,9,8,1,1,201610
3740,5,4,2,2,201810
3741,8,7,2,1,201310
3742,8,7,1,2,201410
3743,7,6,2,2,201810
3744,8,7,1,2,201710
3745,10,8,1,1,201910
3746,9,8,1,3,201610
3747,9,8,1,2,201610
3748,1,1,2,2,201910
3749,1,1,1,3,201510
3750,8,7,1,3,201410
3751,6,5,2,1,201910
3752,6,5,1,1,202010
3753,10,8,1,3,201810
3754,2,2,2,1,201610
3755,10,8,1,2,201710
3756,7,6,1,3,201710
3757,9,8,2,2,202010
3758,1,1,2,1,202010
3759,6,5,2,2,201610
3760,10,8,2,2,201710
3761,3,3,1,3,201910
3762,2,2,1,3,201610
3763,9,8,1,3,202010
3764,6,5,2,1,201510
3765,9,8,2,1,201710
3766,5,4,2,1,201610
3767,6,5,1,3,201610
3768,4,2,1,3,201710
3769,6,5,2,2,201810
3770,4,2,1,1,201810
3771,2,2,2,1,201810
3772,3,3,2,2,201410
3773,9,8,2,2,201910
3774,6,5,1,1,201910
3775,10,8,2,1,201410
3776,9,8,1,3,201410
3777,1,1,1,3,201410
3778,7,6,1,1,201810
3779,9,8,1,3,201510
3780,9,8,2,2,201610
3781,8,7,2,2,201510
3782,5,4,1,3,201310
3783,1,1,2,1,201610
3784,1,1,2,1,201510
3785,3,3,2,2,201510
3786,9,8,2,2,201310
3787,7,6,1,3,202010
3788,5,4,2,1,201610
3789,7,6,2,2,201910
3790,7,6,2,1,201910
3791,10,8,1,3,201710
3792,3,3,1,2,201610
3793,7,6,2,2,202010
3794,6,5,1,1,201810
3795,5,4,2,2,201910
3796,1,1,2,2,201910
3797,3,3,2,2,201410
3798,3,3,2,1,201910
3799,3,3,2,1,201310
3800,2,2,1,1,202010
3801,3,3,1,3,201510
3802,9,8,2,1,201310
3803,6,5,1,3,201810
3804,9,8,1,1,201410
3805,2,2,2,1,201610
3806,2,2,1,2,201610
3807,8,7,1,2,201810
3808,6,5,1,1,201810
3809,7,6,2,2,201410
3810,1,1,1,3,201510
3811,9,8,1,2,201710
3812,4,2,1,2,201710
3813,9,8,1,2,201610
3814,3,3,1,1,201310
3815,5,4,2,1,201610
3816,6,5,2,2,201810
3817,6,5,1,1,201810
3818,7,6,1,1,201610
3819,7,6,2,1,202010
3820,2,2,2,2,201510
3821,6,5,2,2,201710
3822,5,4,1,3,201710
3823,8,7,2,2,202010
3824,4,2,1,2,201710
3825,7,6,1,2,201710
3826,1,1,2,1,202010
3827,4,2,1,2,201710
3828,8,7,2,2,201710
3829,1,1,1,3,201810
3830,1,1,1,3,202010
3831,8,7,2,2,201810
3832,9,8,1,2,201410
3833,6,5,1,1,201510
3834,8,7,1,2,201810
3835,3,3,1,3,202010
3836,4,2,1,1,201810
3837,10,8,2,1,201710
3838,10,8,1,3,201910
3839,7,6,1,2,201810
3840,6,5,1,2,201610
3841,10,8,2,2,201910
3842,2,2,2,2,201510
3843,1,1,2,1,201710
3844,1,1,1,3,201810
3845,9,8,1,1,201810
3846,6,5,1,3,201710
3847,3,3,2,2,201610
3848,4,2,1,3,201810
3849,5,4,2,2,202010
3850,7,6,2,2,201710
3851,2,2,2,1,201410
3852,4,2,2,2,201710
3853,4,2,2,1,201610
3854,10,8,2,1,201410
3855,5,4,1,2,201310
3856,2,2,2,2,201610
3857,10,8,1,3,201310
3858,1,1,1,1,201510
3859,1,1,1,3,201810
3860,7,6,1,1,201710
3861,8,7,2,1,201410
3862,5,4,2,2,201710
3863,4,2,2,1,201810
3864,9,8,1,1,201810
3865,4,2,2,1,201910
3866,4,2,1,2,201710
3867,10,8,1,3,201510
3868,3,3,2,1,201410
3869,1,1,1,2,201410
3870,5,4,1,2,201810
3871,4,2,2,1,201610
3872,8,7,2,2,201710
3873,3,3,2,1,201510
3874,10,8,2,1,201410
3875,1,1,1,2,201910
3876,4,2,2,2,201710
3877,2,2,2,1,201310
3878,7,6,2,2,201310
3879,4,2,2,1,202010
3880,2,2,2,1,201410
3881,7,6,1,3,201710
3882,10,8,2,1,201910
3883,3,3,2,1,201610
3884,9,8,2,2,201910
3885,9,8,2,2,201610
3886,6,5,2,2,201510
3887,9,8,2,1,201310
3888,2,2,1,2,201910
3889,1,1,2,2,201510
3890,10,8,1,2,201610
3891,3,3,1,1,201510
3892,10,8,2,2,202010
3893,5,4,1,3,201610
3894,2,2,1,2,201510
3895,2,2,2,1,201910
3896,3,3,2,1,201310
3897,8,7,1,1,201510
3898,3,3,1,2,201410
3899,9,8,2,1,201510
3900,6,5,1,2,201310
3901,4,2,2,2,201610
3902,8,7,2,1,201810
3903,7,6,1,1,201710
3904,1,1,2,2,201510
3905,1,1,2,1,201410
3906,8,7,1,1,201610
3907,9,8,1,1,202010
3908,4,2,2,1,201610
3909,9,8,2,2,202010
3910,3,3,1,2,202010
3911,3,3,1,1,201510
3912,4,2,1,3,201910
3913,8,7,1,2,201410
3914,9,8,2,2,201510
3915,9,8,2,2,201510
3916,4,2,2,2,202010
3917,1,1,1,3,201910
3918,5,4,1,1,201710
3919,4,2,1,1,202010
3920,7,6,2,2,201710
3921,2,2,1,1,201810
3922,9,8,1,3,201810
3923,3,3,2,2,201310
3924,1,1,1,3,202010
3925,8,7,2,2,201910
3926,10,8,1,1,201710
3927,4,2,1,2,201610
3928,6,5,2,2,201710
3929,6,5,1,2,201710
3930,9,8,1,1,201410
3931,9,8,2,1,201310
3932,1,1,1,3,201610
3933,7,6,2,2,202010
3934,1,1,1,2,201410
3935,10,8,2,2,201710
3936,7,6,2,1,201810
3937,8,7,1,3,201910
3938,5,4,2,1,201810
3939,6,5,2,1,201610
3940,8,7,2,2,201810
3941,4,2,1,2,201510
3942,10,8,1,2,201710
3943,7,6,2,2,201510
3944,7,6,2,2,201310
3945,10,8,1,1,201610
3946,8,7,1,3,201410
3947,10,8,1,3,201410
3948,6,5,1,2,201610
3949,2,2,2,1,201810
3950,1,1,1,2,201310
3951,6,5,2,2,201810
3952,2,2,1,2,201310
3953,4,2,2,1,201310
3954,8,7,1,2,201310
3955,5,4,2,1,202010
3956,5,4,2,2,201910
3957,2,2,1,2,201610
3958,1,1,1,3,201510
3959,4,2,2,1,201910
3960,8,7,2,1,201610
3961,9,8,2,1,201310
3962,3,3,2,2,201610
3963,6,5,2,2,201510
3964,1,1,1,2,201310
3965,3,3,1,1,201810
3966,2,2,1,1,201310
3967,3,3,1,2,201510
3968,4,2,1,2,201910
3969,4,2,2,1,201610
3970,6,5,2,1,201610
3971,8,7,2,2,201710
3972,9,8,2,2,201510
3973,2,2,2,1,201310
3974,8,7,1,1,201510
3975,6,5,1,2,201910
3976,3,3,1,1,201410
3977,2,2,1,1,201410
3978,3,3,2,2,201610
3979,10,8,1,3,201510
3980,3,3,1,2,201910
3981,2,2,2,1,201710
3982,4,2,1,2,202010
3983,2,2,1,3,201410
3984,7,6,1,1,201810
3985,1,1,1,2,201510
3986,7,6,1,2,201710
3987,4,2,1,2,202010
3988,3,3,1,3,201310
3989,4,2,1,1,201610
3990,8,7,1,3,202010
3991,7,6,1,1,201810
3992,8,7,2,2,201410
3993,8,7,1,3,201810
3994,4,2,2,1,201510
3995,2,2,1,2,201610
3996,1,1,1,2,201410
3997,2,2,2,2,201310
3998,2,2,1,3,201410
3999,6,5,1,3,201610
4000,9,8,1,2,201810
4001,10,8,2,1,201810
4002,6,5,2,2,201510
4003,10,8,1,3,201910
4004,3,3,1,3,201910
4005,8,7,1,2,202010
4006,4,2,2,1,202010
4007,3,3,2,1,202010
4008,4,2,1,1,201310
4009,10,8,2,1,201310
4010,6,5,1,2,201410
4011,4,2,1,2,201910
4012,3,3,2,2,201710
4013,9,8,2,1,201810
4014,6,5,1,2,201510
4015,2,2,1,3,202010
4016,5,4,1,3,201410
4017,2,2,1,3,201910
4018,6,5,2,2,202010
4019,7,6,2,2,201710
4020,4,2,2,1,201910
4021,10,8,2,2,201810
4022,6,5,2,2,201710
4023,2,2,2,2,201910
4024,6,5,2,2,201910
4025,2,2,2,2,201810
4026,3,3,2,2,201410
4027,10,8,1,1,201810
4028,1,1,1,1,201910
4029,2,2,1,1,201710
4030,5,4,2,1,201910
4031,1,1,2,1,202010
4032,1,1,1,3,201310
4033,4,2,2,1,201510
4034,7,6,1,3,201310
4035,6,5,1,2,201310
4036,2,2,2,2,201910
4037,9,8,1,3,201610
4038,7,6,1,1,201810
4039,5,4,1,2,201910
4040,4,2,1,2,201610
4041,2,2,2,2,201710
4042,7,6,1,3,201410
4043,8,7,1,2,201810
4044,9,8,1,2,201310
4045,6,5,2,1,202010
4046,9,8,1,1,201610
4047,4,2,1,2,201910
4048,6,5,2,2,201910
4049,2,2,2,2,201910
4050,3,3,1,1,201610
4051,5,4,1,1,201710
